Year,Month,Quarter,City,Store_Type,Customer_Category,Promotion,Revenue,Transactions,Avg_Order_Value,Total_Items
2020,August,3,"San Francisco","Specialty Store","Senior Citizen","No Promotion",831.97,15,55.46,65
2020,August,3,"San Francisco","Specialty Store",Student,"BOGO (Buy One Get One)",576.99,13,44.38,76
2020,August,3,"San Francisco","Specialty Store",Student,"Discount on Selected Items",714.79,15,47.65,107
2020,August,3,"San Francisco","Specialty Store",Student,"No Promotion",1232.10,20,61.61,117
2020,August,3,"San Francisco","Specialty Store",Teenager,"BOGO (Buy One Get One)",512.52,15,34.17,92
2020,August,3,"San Francisco","Specialty Store",Teenager,"Discount on Selected Items",877.50,18,48.75,106
2020,August,3,"San Francisco","Specialty Store",Teenager,"No Promotion",832.61,14,59.47,64
2020,August,3,"San Francisco","Specialty Store","Young Adult","BOGO (Buy One Get One)",841.00,14,60.07,95
2020,August,3,"San Francisco","Specialty Store","Young Adult","Discount on Selected Items",343.93,10,34.39,62
2020,August,3,"San Francisco","Specialty Store","Young Adult","No Promotion",933.65,17,54.92,101
2020,August,3,"San Francisco",Supermarket,Homemaker,"BOGO (Buy One Get One)",512.71,12,42.73,67
2020,August,3,"San Francisco",Supermarket,Homemaker,"Discount on Selected Items",489.22,10,48.92,50
2020,August,3,"San Francisco",Supermarket,Homemaker,"No Promotion",795.50,15,53.03,61
2020,August,3,"San Francisco",Supermarket,Middle-Aged,"BOGO (Buy One Get One)",993.28,20,49.66,100
2020,August,3,"San Francisco",Supermarket,Middle-Aged,"Discount on Selected Items",758.29,13,58.33,76
2020,August,3,"San Francisco",Supermarket,Middle-Aged,"No Promotion",823.81,13,63.37,68
2020,August,3,"San Francisco",Supermarket,Professional,"BOGO (Buy One Get One)",588.44,11,53.49,47
2020,August,3,"San Francisco",Supermarket,Professional,"Discount on Selected Items",851.97,14,60.86,79
2020,August,3,"San Francisco",Supermarket,Professional,"No Promotion",1006.81,18,55.93,100
2020,August,3,"San Francisco",Supermarket,Retiree,"BOGO (Buy One Get One)",583.24,10,58.32,55
2020,August,3,"San Francisco",Supermarket,Retiree,"Discount on Selected Items",630.14,18,35.01,108
2020,August,3,"San Francisco",Supermarket,Retiree,"No Promotion",522.77,9,58.09,63
2020,August,3,"San Francisco",Supermarket,"Senior Citizen","BOGO (Buy One Get One)",574.31,13,44.18,54
2020,August,3,"San Francisco",Supermarket,"Senior Citizen","Discount on Selected Items",847.87,17,49.87,83
2020,August,3,"San Francisco",Supermarket,"Senior Citizen","No Promotion",926.20,20,46.31,101
2020,August,3,"San Francisco",Supermarket,Student,"BOGO (Buy One Get One)",506.66,12,42.22,71
2020,August,3,"San Francisco",Supermarket,Student,"Discount on Selected Items",897.00,16,56.06,78
2020,August,3,"San Francisco",Supermarket,Student,"No Promotion",326.25,8,40.78,53
2020,August,3,"San Francisco",Supermarket,Teenager,"BOGO (Buy One Get One)",640.61,12,53.38,69
2020,August,3,"San Francisco",Supermarket,Teenager,"Discount on Selected Items",820.63,12,68.39,64
2020,August,3,"San Francisco",Supermarket,Teenager,"No Promotion",428.61,8,53.58,52
2020,August,3,"San Francisco",Supermarket,"Young Adult","BOGO (Buy One Get One)",790.31,12,65.86,63
2020,August,3,"San Francisco",Supermarket,"Young Adult","Discount on Selected Items",1124.55,18,62.48,71
2020,August,3,"San Francisco",Supermarket,"Young Adult","No Promotion",773.07,12,64.42,74
2020,August,3,"San Francisco","Warehouse Club",Homemaker,"BOGO (Buy One Get One)",789.37,14,56.38,68
2020,August,3,"San Francisco","Warehouse Club",Homemaker,"Discount on Selected Items",453.75,9,50.42,42
2020,August,3,"San Francisco","Warehouse Club",Homemaker,"No Promotion",849.73,15,56.65,68
2020,August,3,"San Francisco","Warehouse Club",Middle-Aged,"BOGO (Buy One Get One)",538.26,14,38.45,85
2020,August,3,"San Francisco","Warehouse Club",Middle-Aged,"Discount on Selected Items",917.38,16,57.34,80
2020,August,3,"San Francisco","Warehouse Club",Middle-Aged,"No Promotion",931.35,16,58.21,86
2020,August,3,"San Francisco","Warehouse Club",Professional,"BOGO (Buy One Get One)",565.14,14,40.37,85
2020,August,3,"San Francisco","Warehouse Club",Professional,"Discount on Selected Items",538.30,8,67.29,61
2020,August,3,"San Francisco","Warehouse Club",Professional,"No Promotion",747.83,15,49.86,78
2020,August,3,"San Francisco","Warehouse Club",Retiree,"BOGO (Buy One Get One)",804.48,16,50.28,96
2020,August,3,"San Francisco","Warehouse Club",Retiree,"Discount on Selected Items",782.08,12,65.17,69
2020,August,3,"San Francisco","Warehouse Club",Retiree,"No Promotion",952.36,18,52.91,86
2020,August,3,"San Francisco","Warehouse Club","Senior Citizen","BOGO (Buy One Get One)",865.43,16,54.09,92
2020,August,3,"San Francisco","Warehouse Club","Senior Citizen","Discount on Selected Items",906.72,17,53.34,115
2020,August,3,"San Francisco","Warehouse Club","Senior Citizen","No Promotion",618.42,13,47.57,71
2020,August,3,"San Francisco","Warehouse Club",Student,"BOGO (Buy One Get One)",1002.22,18,55.68,105
2020,August,3,"San Francisco","Warehouse Club",Student,"Discount on Selected Items",739.01,13,56.85,76
2020,August,3,"San Francisco","Warehouse Club",Student,"No Promotion",902.17,14,64.44,95
2020,August,3,"San Francisco","Warehouse Club",Teenager,"BOGO (Buy One Get One)",647.25,13,49.79,95
2020,August,3,"San Francisco","Warehouse Club",Teenager,"Discount on Selected Items",1249.13,23,54.31,111
2020,August,3,"San Francisco","Warehouse Club",Teenager,"No Promotion",435.92,11,39.63,44
2020,August,3,"San Francisco","Warehouse Club","Young Adult","BOGO (Buy One Get One)",720.85,18,40.05,100
2020,August,3,"San Francisco","Warehouse Club","Young Adult","Discount on Selected Items",515.80,10,51.58,70
2020,August,3,"San Francisco","Warehouse Club","Young Adult","No Promotion",574.44,13,44.19,65
2020,August,3,Seattle,"Convenience Store",Homemaker,"BOGO (Buy One Get One)",1194.10,22,54.28,117
2020,August,3,Seattle,"Convenience Store",Homemaker,"Discount on Selected Items",769.46,14,54.96,86
2020,August,3,Seattle,"Convenience Store",Homemaker,"No Promotion",397.55,10,39.76,59
2020,August,3,Seattle,"Convenience Store",Middle-Aged,"BOGO (Buy One Get One)",867.75,16,54.23,106
2020,August,3,Seattle,"Convenience Store",Middle-Aged,"Discount on Selected Items",549.97,9,61.11,37
2020,August,3,Seattle,"Convenience Store",Middle-Aged,"No Promotion",787.85,15,52.52,96
2020,August,3,Seattle,"Convenience Store",Professional,"BOGO (Buy One Get One)",838.14,14,59.87,77
2020,August,3,Seattle,"Convenience Store",Professional,"Discount on Selected Items",592.99,15,39.53,70
2020,August,3,Seattle,"Convenience Store",Professional,"No Promotion",511.78,11,46.53,61
2020,August,3,Seattle,"Convenience Store",Retiree,"BOGO (Buy One Get One)",878.64,16,54.92,88
2020,August,3,Seattle,"Convenience Store",Retiree,"Discount on Selected Items",602.38,10,60.24,78
2020,August,3,Seattle,"Convenience Store",Retiree,"No Promotion",593.92,12,49.49,48
2020,August,3,Seattle,"Convenience Store","Senior Citizen","BOGO (Buy One Get One)",1052.73,20,52.64,107
2020,August,3,Seattle,"Convenience Store","Senior Citizen","Discount on Selected Items",651.75,15,43.45,72
2020,August,3,Seattle,"Convenience Store","Senior Citizen","No Promotion",733.95,15,48.93,101
2020,August,3,Seattle,"Convenience Store",Student,"BOGO (Buy One Get One)",955.94,16,59.75,104
2020,August,3,Seattle,"Convenience Store",Student,"Discount on Selected Items",877.22,13,67.48,64
2020,August,3,Seattle,"Convenience Store",Student,"No Promotion",706.44,13,54.34,81
2020,August,3,Seattle,"Convenience Store",Teenager,"BOGO (Buy One Get One)",775.40,17,45.61,99
2020,August,3,Seattle,"Convenience Store",Teenager,"Discount on Selected Items",640.66,13,49.28,83
2020,August,3,Seattle,"Convenience Store",Teenager,"No Promotion",685.05,14,48.93,82
2020,August,3,Seattle,"Convenience Store","Young Adult","BOGO (Buy One Get One)",567.12,11,51.56,56
2020,August,3,Seattle,"Convenience Store","Young Adult","Discount on Selected Items",696.99,13,53.61,75
2020,August,3,Seattle,"Convenience Store","Young Adult","No Promotion",1231.28,21,58.63,137
2020,August,3,Seattle,"Department Store",Homemaker,"BOGO (Buy One Get One)",569.48,10,56.95,55
2020,August,3,Seattle,"Department Store",Homemaker,"Discount on Selected Items",710.24,14,50.73,80
2020,August,3,Seattle,"Department Store",Homemaker,"No Promotion",967.50,16,60.47,87
2020,August,3,Seattle,"Department Store",Middle-Aged,"BOGO (Buy One Get One)",813.31,14,58.09,83
2020,August,3,Seattle,"Department Store",Middle-Aged,"Discount on Selected Items",816.13,16,51.01,90
2020,August,3,Seattle,"Department Store",Middle-Aged,"No Promotion",701.89,13,53.99,59
2020,August,3,Seattle,"Department Store",Professional,"BOGO (Buy One Get One)",589.94,12,49.16,77
2020,August,3,Seattle,"Department Store",Professional,"Discount on Selected Items",296.91,7,42.42,38
2020,August,3,Seattle,"Department Store",Professional,"No Promotion",509.54,10,50.95,50
2020,August,3,Seattle,"Department Store",Retiree,"BOGO (Buy One Get One)",504.19,11,45.84,52
2020,August,3,Seattle,"Department Store",Retiree,"Discount on Selected Items",665.29,12,55.44,52
2020,August,3,Seattle,"Department Store",Retiree,"No Promotion",703.31,11,63.94,61
2020,August,3,Seattle,"Department Store","Senior Citizen","BOGO (Buy One Get One)",413.66,7,59.09,53
2020,August,3,Seattle,"Department Store","Senior Citizen","Discount on Selected Items",1031.74,20,51.59,89
2020,August,3,Seattle,"Department Store","Senior Citizen","No Promotion",367.39,7,52.48,46
2020,August,3,Seattle,"Department Store",Student,"BOGO (Buy One Get One)",570.91,12,47.58,65
2020,August,3,Seattle,"Department Store",Student,"Discount on Selected Items",730.84,16,45.68,90
2020,August,3,Seattle,"Department Store",Student,"No Promotion",425.85,9,47.32,71
2020,August,3,Seattle,"Department Store",Teenager,"BOGO (Buy One Get One)",1079.03,19,56.79,115
2020,August,3,Seattle,"Department Store",Teenager,"Discount on Selected Items",667.10,13,51.32,49
2020,August,3,Seattle,"Department Store",Teenager,"No Promotion",664.83,12,55.40,81
2020,August,3,Seattle,"Department Store","Young Adult","BOGO (Buy One Get One)",731.48,15,48.77,83
2020,August,3,Seattle,"Department Store","Young Adult","Discount on Selected Items",678.21,14,48.44,63
2020,August,3,Seattle,"Department Store","Young Adult","No Promotion",853.95,20,42.70,116
2020,August,3,Seattle,Pharmacy,Homemaker,"BOGO (Buy One Get One)",579.83,10,57.98,37
2020,August,3,Seattle,Pharmacy,Homemaker,"Discount on Selected Items",704.29,11,64.03,58
2020,August,3,Seattle,Pharmacy,Homemaker,"No Promotion",799.36,16,49.96,84
2020,August,3,Seattle,Pharmacy,Middle-Aged,"BOGO (Buy One Get One)",947.94,18,52.66,99
2020,August,3,Seattle,Pharmacy,Middle-Aged,"Discount on Selected Items",734.37,15,48.96,79
2020,August,3,Seattle,Pharmacy,Middle-Aged,"No Promotion",890.88,16,55.68,96
2020,August,3,Seattle,Pharmacy,Professional,"BOGO (Buy One Get One)",736.03,13,56.62,61
2020,August,3,Seattle,Pharmacy,Professional,"Discount on Selected Items",792.43,17,46.61,92
2020,August,3,Seattle,Pharmacy,Professional,"No Promotion",355.99,8,44.50,42
2020,August,3,Seattle,Pharmacy,Retiree,"BOGO (Buy One Get One)",842.03,17,49.53,93
2020,August,3,Seattle,Pharmacy,Retiree,"Discount on Selected Items",615.44,12,51.29,64
2020,August,3,Seattle,Pharmacy,Retiree,"No Promotion",597.04,12,49.75,71
2020,August,3,Seattle,Pharmacy,"Senior Citizen","BOGO (Buy One Get One)",761.40,13,58.57,60
2020,August,3,Seattle,Pharmacy,"Senior Citizen","Discount on Selected Items",564.31,13,43.41,66
2020,August,3,Seattle,Pharmacy,"Senior Citizen","No Promotion",874.12,14,62.44,59
2020,August,3,Seattle,Pharmacy,Student,"BOGO (Buy One Get One)",660.39,11,60.04,62
2020,August,3,Seattle,Pharmacy,Student,"Discount on Selected Items",818.56,14,58.47,68
2020,August,3,Seattle,Pharmacy,Student,"No Promotion",783.87,17,46.11,99
2020,August,3,Seattle,Pharmacy,Teenager,"BOGO (Buy One Get One)",786.66,15,52.44,68
2020,August,3,Seattle,Pharmacy,Teenager,"Discount on Selected Items",696.31,14,49.74,71
2020,August,3,Seattle,Pharmacy,Teenager,"No Promotion",706.30,11,64.21,55
2020,August,3,Seattle,Pharmacy,"Young Adult","BOGO (Buy One Get One)",524.01,7,74.86,36
2020,August,3,Seattle,Pharmacy,"Young Adult","Discount on Selected Items",437.18,9,48.58,57
2020,August,3,Seattle,Pharmacy,"Young Adult","No Promotion",1158.20,22,52.65,130
2020,August,3,Seattle,"Specialty Store",Homemaker,"BOGO (Buy One Get One)",615.92,12,51.33,62
2020,August,3,Seattle,"Specialty Store",Homemaker,"Discount on Selected Items",1155.85,16,72.24,84
2020,August,3,Seattle,"Specialty Store",Homemaker,"No Promotion",553.54,12,46.13,74
2020,August,3,Seattle,"Specialty Store",Middle-Aged,"BOGO (Buy One Get One)",904.16,15,60.28,83
2020,August,3,Seattle,"Specialty Store",Middle-Aged,"Discount on Selected Items",863.02,19,45.42,101
2020,August,3,Seattle,"Specialty Store",Middle-Aged,"No Promotion",933.06,20,46.65,78
2020,August,3,Seattle,"Specialty Store",Professional,"BOGO (Buy One Get One)",420.61,9,46.73,56
2020,August,3,Seattle,"Specialty Store",Professional,"Discount on Selected Items",888.72,14,63.48,79
2020,August,3,Seattle,"Specialty Store",Professional,"No Promotion",583.29,12,48.61,57
2020,August,3,Seattle,"Specialty Store",Retiree,"BOGO (Buy One Get One)",353.92,11,32.17,63
2020,August,3,Seattle,"Specialty Store",Retiree,"Discount on Selected Items",267.97,9,29.77,49
2020,August,3,Seattle,"Specialty Store",Retiree,"No Promotion",702.36,15,46.82,92
2020,August,3,Seattle,"Specialty Store","Senior Citizen","BOGO (Buy One Get One)",711.25,14,50.80,65
2020,August,3,Seattle,"Specialty Store","Senior Citizen","Discount on Selected Items",687.66,13,52.90,58
2020,August,3,Seattle,"Specialty Store","Senior Citizen","No Promotion",941.54,19,49.55,91
2020,August,3,Seattle,"Specialty Store",Student,"BOGO (Buy One Get One)",439.39,10,43.94,58
2020,August,3,Seattle,"Specialty Store",Student,"Discount on Selected Items",870.77,13,66.98,68
2020,August,3,Seattle,"Specialty Store",Student,"No Promotion",661.60,13,50.89,64
2020,August,3,Seattle,"Specialty Store",Teenager,"BOGO (Buy One Get One)",296.12,8,37.02,44
2020,August,3,Seattle,"Specialty Store",Teenager,"Discount on Selected Items",707.80,17,41.64,77
2020,August,3,Seattle,"Specialty Store",Teenager,"No Promotion",897.35,16,56.08,92
2020,August,3,Seattle,"Specialty Store","Young Adult","BOGO (Buy One Get One)",770.16,13,59.24,78
2020,August,3,Seattle,"Specialty Store","Young Adult","Discount on Selected Items",727.24,14,51.95,82
2020,August,3,Seattle,"Specialty Store","Young Adult","No Promotion",629.59,13,48.43,72
2020,August,3,Seattle,Supermarket,Homemaker,"BOGO (Buy One Get One)",827.90,14,59.14,72
2020,August,3,Seattle,Supermarket,Homemaker,"Discount on Selected Items",448.41,12,37.37,60
2020,August,3,Seattle,Supermarket,Homemaker,"No Promotion",897.63,17,52.80,101
2020,August,3,Seattle,Supermarket,Middle-Aged,"BOGO (Buy One Get One)",675.96,11,61.45,61
2020,August,3,Seattle,Supermarket,Middle-Aged,"Discount on Selected Items",1251.79,20,62.59,124
2020,August,3,Seattle,Supermarket,Middle-Aged,"No Promotion",861.81,16,53.86,103
2020,August,3,Seattle,Supermarket,Professional,"BOGO (Buy One Get One)",470.51,7,67.22,42
2020,August,3,Seattle,Supermarket,Professional,"Discount on Selected Items",994.71,17,58.51,110
2020,August,3,Seattle,Supermarket,Professional,"No Promotion",1026.14,17,60.36,92
2020,August,3,Seattle,Supermarket,Retiree,"BOGO (Buy One Get One)",1100.66,18,61.15,94
2020,August,3,Seattle,Supermarket,Retiree,"Discount on Selected Items",603.71,11,54.88,43
2020,August,3,Seattle,Supermarket,Retiree,"No Promotion",608.88,11,55.35,38
2020,August,3,Seattle,Supermarket,"Senior Citizen","BOGO (Buy One Get One)",768.96,15,51.26,77
2020,August,3,Seattle,Supermarket,"Senior Citizen","Discount on Selected Items",1097.84,18,60.99,102
2020,August,3,Seattle,Supermarket,"Senior Citizen","No Promotion",563.16,11,51.20,53
2020,August,3,Seattle,Supermarket,Student,"BOGO (Buy One Get One)",692.92,12,57.74,76
2020,August,3,Seattle,Supermarket,Student,"Discount on Selected Items",616.85,10,61.69,51
2020,August,3,Seattle,Supermarket,Student,"No Promotion",314.97,7,45.00,39
2020,August,3,Seattle,Supermarket,Teenager,"BOGO (Buy One Get One)",569.31,9,63.26,38
2020,August,3,Seattle,Supermarket,Teenager,"Discount on Selected Items",680.75,11,61.89,60
2020,August,3,Seattle,Supermarket,Teenager,"No Promotion",924.14,17,54.36,109
2020,August,3,Seattle,Supermarket,"Young Adult","BOGO (Buy One Get One)",487.62,10,48.76,41
2020,August,3,Seattle,Supermarket,"Young Adult","Discount on Selected Items",651.14,15,43.41,83
2020,August,3,Seattle,Supermarket,"Young Adult","No Promotion",554.23,15,36.95,72
2020,August,3,Seattle,"Warehouse Club",Homemaker,"BOGO (Buy One Get One)",782.10,15,52.14,79
2020,August,3,Seattle,"Warehouse Club",Homemaker,"Discount on Selected Items",954.31,17,56.14,98
2020,August,3,Seattle,"Warehouse Club",Homemaker,"No Promotion",481.86,10,48.19,60
2020,August,3,Seattle,"Warehouse Club",Middle-Aged,"BOGO (Buy One Get One)",336.13,5,67.23,32
2020,August,3,Seattle,"Warehouse Club",Middle-Aged,"Discount on Selected Items",667.34,14,47.67,79
2020,August,3,Seattle,"Warehouse Club",Middle-Aged,"No Promotion",616.25,11,56.02,64
2020,August,3,Seattle,"Warehouse Club",Professional,"BOGO (Buy One Get One)",775.67,12,64.64,74
2020,August,3,Seattle,"Warehouse Club",Professional,"Discount on Selected Items",717.13,11,65.19,62
2020,August,3,Seattle,"Warehouse Club",Professional,"No Promotion",877.53,17,51.62,85
2020,August,3,Seattle,"Warehouse Club",Retiree,"BOGO (Buy One Get One)",531.45,10,53.15,54
2020,August,3,Seattle,"Warehouse Club",Retiree,"Discount on Selected Items",560.63,11,50.97,69
2020,August,3,Seattle,"Warehouse Club",Retiree,"No Promotion",643.51,11,58.50,40
2020,August,3,Seattle,"Warehouse Club","Senior Citizen","BOGO (Buy One Get One)",1110.50,19,58.45,110
2020,August,3,Seattle,"Warehouse Club","Senior Citizen","Discount on Selected Items",755.58,13,58.12,76
2020,August,3,Seattle,"Warehouse Club","Senior Citizen","No Promotion",638.67,13,49.13,62
2020,August,3,Seattle,"Warehouse Club",Student,"BOGO (Buy One Get One)",953.32,18,52.96,116
2020,August,3,Seattle,"Warehouse Club",Student,"Discount on Selected Items",583.89,13,44.91,85
2020,August,3,Seattle,"Warehouse Club",Student,"No Promotion",849.06,14,60.65,94
2020,August,3,Seattle,"Warehouse Club",Teenager,"BOGO (Buy One Get One)",500.86,13,38.53,69
2020,August,3,Seattle,"Warehouse Club",Teenager,"Discount on Selected Items",937.43,17,55.14,81
2020,August,3,Seattle,"Warehouse Club",Teenager,"No Promotion",889.32,15,59.29,91
2020,August,3,Seattle,"Warehouse Club","Young Adult","BOGO (Buy One Get One)",646.85,10,64.69,45
2020,August,3,Seattle,"Warehouse Club","Young Adult","Discount on Selected Items",521.52,10,52.15,47
2020,August,3,Seattle,"Warehouse Club","Young Adult","No Promotion",311.10,6,51.85,21
2020,December,4,Atlanta,"Convenience Store",Homemaker,"BOGO (Buy One Get One)",579.82,16,36.24,75
2020,December,4,Atlanta,"Convenience Store",Homemaker,"Discount on Selected Items",414.50,9,46.06,41
2020,December,4,Atlanta,"Convenience Store",Homemaker,"No Promotion",843.71,14,60.27,72
2020,December,4,Atlanta,"Convenience Store",Middle-Aged,"BOGO (Buy One Get One)",778.68,15,51.91,72
2020,December,4,Atlanta,"Convenience Store",Middle-Aged,"Discount on Selected Items",1016.37,17,59.79,95
2020,December,4,Atlanta,"Convenience Store",Middle-Aged,"No Promotion",782.88,18,43.49,112
2020,December,4,Atlanta,"Convenience Store",Professional,"BOGO (Buy One Get One)",835.26,13,64.25,66
2020,December,4,Atlanta,"Convenience Store",Professional,"Discount on Selected Items",714.33,14,51.02,89
2020,December,4,Atlanta,"Convenience Store",Professional,"No Promotion",689.83,12,57.49,46
2020,December,4,Atlanta,"Convenience Store",Retiree,"BOGO (Buy One Get One)",763.40,12,63.62,71
2020,December,4,Atlanta,"Convenience Store",Retiree,"Discount on Selected Items",975.30,17,57.37,96
2020,December,4,Atlanta,"Convenience Store",Retiree,"No Promotion",984.00,16,61.50,78
2020,December,4,Atlanta,"Convenience Store","Senior Citizen","BOGO (Buy One Get One)",612.68,11,55.70,58
2020,December,4,Atlanta,"Convenience Store","Senior Citizen","Discount on Selected Items",655.86,12,54.66,80
2020,December,4,Atlanta,"Convenience Store","Senior Citizen","No Promotion",804.65,17,47.33,94
2020,December,4,Atlanta,"Convenience Store",Student,"BOGO (Buy One Get One)",547.31,11,49.76,62
2020,December,4,Atlanta,"Convenience Store",Student,"Discount on Selected Items",1467.79,22,66.72,104
2020,December,4,Atlanta,"Convenience Store",Student,"No Promotion",694.62,11,63.15,62
2020,December,4,Atlanta,"Convenience Store",Teenager,"BOGO (Buy One Get One)",752.02,12,62.67,60
2020,December,4,Atlanta,"Convenience Store",Teenager,"Discount on Selected Items",777.34,13,59.80,55
2020,December,4,Atlanta,"Convenience Store",Teenager,"No Promotion",467.75,9,51.97,51
2020,December,4,Atlanta,"Convenience Store","Young Adult","BOGO (Buy One Get One)",454.72,9,50.52,45
2020,December,4,Atlanta,"Convenience Store","Young Adult","Discount on Selected Items",1099.34,18,61.07,102
2020,December,4,Atlanta,"Convenience Store","Young Adult","No Promotion",586.61,11,53.33,55
2020,December,4,Atlanta,"Department Store",Homemaker,"BOGO (Buy One Get One)",1034.87,16,64.68,98
2020,December,4,Atlanta,"Department Store",Homemaker,"Discount on Selected Items",530.37,12,44.20,62
2020,December,4,Atlanta,"Department Store",Homemaker,"No Promotion",631.74,11,57.43,52
2020,December,4,Atlanta,"Department Store",Middle-Aged,"BOGO (Buy One Get One)",553.37,13,42.57,56
2020,December,4,Atlanta,"Department Store",Middle-Aged,"Discount on Selected Items",560.27,11,50.93,69
2020,December,4,Atlanta,"Department Store",Middle-Aged,"No Promotion",800.17,16,50.01,83
2020,December,4,Atlanta,"Department Store",Professional,"BOGO (Buy One Get One)",959.64,18,53.31,85
2020,December,4,Atlanta,"Department Store",Professional,"Discount on Selected Items",626.21,13,48.17,78
2020,December,4,Atlanta,"Department Store",Professional,"No Promotion",811.52,17,47.74,92
2020,December,4,Atlanta,"Department Store",Retiree,"BOGO (Buy One Get One)",897.01,19,47.21,85
2020,December,4,Atlanta,"Department Store",Retiree,"Discount on Selected Items",540.35,9,60.04,42
2020,December,4,Atlanta,"Department Store",Retiree,"No Promotion",297.93,10,29.79,53
2020,December,4,Atlanta,"Department Store","Senior Citizen","BOGO (Buy One Get One)",576.14,10,57.61,48
2020,December,4,Atlanta,"Department Store","Senior Citizen","Discount on Selected Items",964.65,17,56.74,90
2020,December,4,Atlanta,"Department Store","Senior Citizen","No Promotion",787.28,14,56.23,70
2020,December,4,Atlanta,"Department Store",Student,"BOGO (Buy One Get One)",427.06,10,42.71,46
2020,December,4,Atlanta,"Department Store",Student,"Discount on Selected Items",1216.00,21,57.90,126
2020,December,4,Atlanta,"Department Store",Student,"No Promotion",632.29,12,52.69,57
2020,December,4,Atlanta,"Department Store",Teenager,"BOGO (Buy One Get One)",527.93,10,52.79,50
2020,December,4,Atlanta,"Department Store",Teenager,"Discount on Selected Items",809.16,14,57.80,80
2020,December,4,Atlanta,"Department Store",Teenager,"No Promotion",739.11,12,61.59,54
2020,December,4,Atlanta,"Department Store","Young Adult","BOGO (Buy One Get One)",485.94,11,44.18,62
2020,December,4,Atlanta,"Department Store","Young Adult","Discount on Selected Items",746.29,16,46.64,79
2020,December,4,Atlanta,"Department Store","Young Adult","No Promotion",405.42,10,40.54,54
2020,December,4,Atlanta,Pharmacy,Homemaker,"BOGO (Buy One Get One)",737.63,12,61.47,66
2020,December,4,Atlanta,Pharmacy,Homemaker,"Discount on Selected Items",607.46,13,46.73,67
2020,December,4,Atlanta,Pharmacy,Homemaker,"No Promotion",758.08,15,50.54,88
2020,December,4,Atlanta,Pharmacy,Middle-Aged,"BOGO (Buy One Get One)",627.57,14,44.83,91
2020,December,4,Atlanta,Pharmacy,Middle-Aged,"Discount on Selected Items",709.77,14,50.70,59
2020,December,4,Atlanta,Pharmacy,Middle-Aged,"No Promotion",861.62,16,53.85,93
2020,December,4,Atlanta,Pharmacy,Professional,"BOGO (Buy One Get One)",232.72,6,38.79,27
2020,December,4,Atlanta,Pharmacy,Professional,"Discount on Selected Items",827.06,13,63.62,83
2020,December,4,Atlanta,Pharmacy,Professional,"No Promotion",859.07,17,50.53,91
2020,December,4,Atlanta,Pharmacy,Retiree,"BOGO (Buy One Get One)",570.06,11,51.82,53
2020,December,4,Atlanta,Pharmacy,Retiree,"Discount on Selected Items",614.30,13,47.25,85
2020,December,4,Atlanta,Pharmacy,Retiree,"No Promotion",576.24,9,64.03,55
2020,December,4,Atlanta,Pharmacy,"Senior Citizen","BOGO (Buy One Get One)",649.25,14,46.38,89
2020,December,4,Atlanta,Pharmacy,"Senior Citizen","Discount on Selected Items",467.27,8,58.41,40
2020,December,4,Atlanta,Pharmacy,"Senior Citizen","No Promotion",428.23,8,53.53,45
2020,December,4,Atlanta,Pharmacy,Student,"BOGO (Buy One Get One)",485.38,10,48.54,62
2020,December,4,Atlanta,Pharmacy,Student,"Discount on Selected Items",776.63,14,55.47,69
2020,December,4,Atlanta,Pharmacy,Student,"No Promotion",1065.61,17,62.68,88
2020,December,4,Atlanta,Pharmacy,Teenager,"BOGO (Buy One Get One)",756.79,10,75.68,61
2020,December,4,Atlanta,Pharmacy,Teenager,"Discount on Selected Items",869.57,17,51.15,91
2020,December,4,Atlanta,Pharmacy,Teenager,"No Promotion",955.08,15,63.67,102
2020,December,4,Atlanta,Pharmacy,"Young Adult","BOGO (Buy One Get One)",493.12,9,54.79,58
2020,December,4,Atlanta,Pharmacy,"Young Adult","Discount on Selected Items",770.22,14,55.02,72
2020,December,4,Atlanta,Pharmacy,"Young Adult","No Promotion",629.94,13,48.46,75
2020,December,4,Atlanta,"Specialty Store",Homemaker,"BOGO (Buy One Get One)",758.77,16,47.42,81
2020,December,4,Atlanta,"Specialty Store",Homemaker,"Discount on Selected Items",697.08,16,43.57,88
2020,December,4,Atlanta,"Specialty Store",Homemaker,"No Promotion",606.53,14,43.32,67
2020,December,4,Atlanta,"Specialty Store",Middle-Aged,"BOGO (Buy One Get One)",613.35,12,51.11,65
2020,December,4,Atlanta,"Specialty Store",Middle-Aged,"Discount on Selected Items",553.21,9,61.47,51
2020,December,4,Atlanta,"Specialty Store",Middle-Aged,"No Promotion",591.13,11,53.74,54
2020,December,4,Atlanta,"Specialty Store",Professional,"BOGO (Buy One Get One)",711.61,17,41.86,89
2020,December,4,Atlanta,"Specialty Store",Professional,"Discount on Selected Items",701.91,14,50.14,105
2020,December,4,Atlanta,"Specialty Store",Professional,"No Promotion",515.84,11,46.89,74
2020,December,4,Atlanta,"Specialty Store",Retiree,"BOGO (Buy One Get One)",557.31,10,55.73,60
2020,December,4,Atlanta,"Specialty Store",Retiree,"Discount on Selected Items",618.15,12,51.51,53
2020,December,4,Atlanta,"Specialty Store",Retiree,"No Promotion",796.45,15,53.10,81
2020,December,4,Atlanta,"Specialty Store","Senior Citizen","BOGO (Buy One Get One)",453.78,11,41.25,48
